"rt","stimulus","response","phase","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","url","question_order","view_history","objOne","objTwo","key","resp_opt_1","resp_opt_2","resp_opt_3","resp_opt_4","resp_opt_5","resp_opt_6"
"176","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Brad Pitt</div><div class=""resp_opt_1"">1: drum sticks</div><div class=""resp_opt_2"">2: kite</div><div class=""resp_opt_3"">3: locker</div><div class=""resp_opt_4"">4: dog house</div><div class=""resp_opt_5"">5: chalk</div><div class=""resp_opt_6"">6:  swing</div></div>","5","ret","html-keyboard-response","47","104521","0.0-9.0-0.15","001","","","","","","","Brad Pitt","drum sticks","kite","locker","dog house","chalk","swing"
"","","","ret","html-keyboard-response","48","105523","0.0-9.0-0.16","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"163","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Ferris Wheel</div><div class=""resp_opt_1"">1: disco ball</div><div class=""resp_opt_2"">2: skateboard</div><div class=""resp_opt_3"">3: mattress</div><div class=""resp_opt_4"">4: chalk</div><div class=""resp_opt_5"">5: lawn mower</div><div class=""resp_opt_6"">6:  tennis ball</div></div>","4","ret","html-keyboard-response","48","105686","0.0-9.0-0.16","001","","","","","","","A Ferris Wheel","disco ball","skateboard","mattress","chalk","lawn mower","tennis ball"
"","","","ret","html-keyboard-response","49","106688","0.0-9.0-0.17","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"100","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Valley</div><div class=""resp_opt_1"">1: snowboard</div><div class=""resp_opt_2"">2: sewing machine</div><div class=""resp_opt_3"">3: parachute</div><div class=""resp_opt_4"">4: harmonica</div><div class=""resp_opt_5"">5: compass</div><div class=""resp_opt_6"">6:  toaster</div></div>","3","ret","html-keyboard-response","49","106789","0.0-9.0-0.17","001","","","","","","","A Valley","snowboard","sewing machine","parachute","harmonica","compass","toaster"
"","","","ret","html-keyboard-response","50","107790","0.0-9.0-0.18","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"62","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Bridge</div><div class=""resp_opt_1"">1: mouse trap</div><div class=""resp_opt_2"">2: disco ball</div><div class=""resp_opt_3"">3: tennis ball</div><div class=""resp_opt_4"">4: toothbrush</div><div class=""resp_opt_5"">5: horseshoe</div><div class=""resp_opt_6"">6:  sand castle</div></div>","2","ret","html-keyboard-response","50","107853","0.0-9.0-0.18","001","","","","","","","A Bridge","mouse trap","disco ball","tennis ball","toothbrush","horseshoe","sand castle"
"","","","ret","html-keyboard-response","51","108854","0.0-9.0-0.19","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"115","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Bar</div><div class=""resp_opt_1"">1: blender</div><div class=""resp_opt_2"">2: parachute</div><div class=""resp_opt_3"">3: chalk</div><div class=""resp_opt_4"">4: golf ball</div><div class=""resp_opt_5"">5: sand castle</div><div class=""resp_opt_6"">6:  frisbee</div></div>","1","ret","html-keyboard-response","51","108970","0.0-9.0-0.19","001","","","","","","","A Bar","blender","parachute","chalk","golf ball","sand castle","frisbee"
"","","","ret","html-keyboard-response","52","109971","0.0-9.0-0.20","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"80","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Wind Farm</div><div class=""resp_opt_1"">1: swing</div><div class=""resp_opt_2"">2: dog house</div><div class=""resp_opt_3"">3: snowboard</div><div class=""resp_opt_4"">4: handcuffs</div><div class=""resp_opt_5"">5: microscope</div><div class=""resp_opt_6"">6:  chalk</div></div>","2","ret","html-keyboard-response","52","110052","0.0-9.0-0.20","001","","","","","","","A Wind Farm","swing","dog house","snowboard","handcuffs","microscope","chalk"
"","","","ret","html-keyboard-response","53","111054","0.0-9.0-0.21","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"89","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Ellen Degeneres</div><div class=""resp_opt_1"">1: dog house</div><div class=""resp_opt_2"">2: guitar case</div><div class=""resp_opt_3"">3: handcuffs</div><div class=""resp_opt_4"">4: harmonica</div><div class=""resp_opt_5"">5: frisbee</div><div class=""resp_opt_6"">6:  sewing machine</div></div>","3","ret","html-keyboard-response","53","111144","0.0-9.0-0.21","001","","","","","","","Ellen Degeneres","dog house","guitar case","handcuffs","harmonica","frisbee","sewing machine"
"","","","ret","html-keyboard-response","54","112146","0.0-9.0-0.22","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"60","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Serena Williams</div><div class=""resp_opt_1"">1: tennis ball</div><div class=""resp_opt_2"">2: tampon</div><div class=""resp_opt_3"">3: swing</div><div class=""resp_opt_4"">4: condom</div><div class=""resp_opt_5"">5: key</div><div class=""resp_opt_6"">6:  snowboard</div></div>","4","ret","html-keyboard-response","54","112207","0.0-9.0-0.22","001","","","","","","","Serena Williams","tennis ball","tampon","swing","condom","key","snowboard"
"","","","ret","html-keyboard-response","55","113209","0.0-9.0-0.23","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"47","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">An Ice Rink</div><div class=""resp_opt_1"">1: horseshoe</div><div class=""resp_opt_2"">2: arrow</div><div class=""resp_opt_3"">3: kite</div><div class=""resp_opt_4"">4: drum sticks</div><div class=""resp_opt_5"">5: disco ball</div><div class=""resp_opt_6"">6:  bullet</div></div>","5","ret","html-keyboard-response","55","113256","0.0-9.0-0.23","001","","","","","","","An Ice Rink","horseshoe","arrow","kite","drum sticks","disco ball","bullet"
"","","","ret","html-keyboard-response","56","114257","0.0-9.0-0.24","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"73","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Timothee Chalamet</div><div class=""resp_opt_1"">1: ruler</div><div class=""resp_opt_2"">2: compass</div><div class=""resp_opt_3"">3: mouse trap</div><div class=""resp_opt_4"">4: parachute</div><div class=""resp_opt_5"">5: kite</div><div class=""resp_opt_6"">6:  basketball</div></div>","1","ret","html-keyboard-response","56","114331","0.0-9.0-0.24","001","","","","","","","Timothee Chalamet","ruler","compass","mouse trap","parachute","kite","basketball"
"","","","ret","html-keyboard-response","57","115332","0.0-9.0-0.25","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"40","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Hillary Clinton</div><div class=""resp_opt_1"">1: toothbrush</div><div class=""resp_opt_2"">2: tampon</div><div class=""resp_opt_3"">3: arrow</div><div class=""resp_opt_4"">4: soccer ball</div><div class=""resp_opt_5"">5: locker</div><div class=""resp_opt_6"">6:  dart board</div></div>","2","ret","html-keyboard-response","57","115373","0.0-9.0-0.25","001","","","","","","","Hillary Clinton","toothbrush","tampon","arrow","soccer ball","locker","dart board"
"","","","ret","html-keyboard-response","58","116373","0.0-9.0-0.26","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"110","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Mindy Kaling</div><div class=""resp_opt_1"">1: toothbrush</div><div class=""resp_opt_2"">2: handcuffs</div><div class=""resp_opt_3"">3: tampon</div><div class=""resp_opt_4"">4: swing</div><div class=""resp_opt_5"">5: kite</div><div class=""resp_opt_6"">6:  sewing machine</div></div>","3","ret","html-keyboard-response","58","116484","0.0-9.0-0.26","001","","","","","","","Mindy Kaling","toothbrush","handcuffs","tampon","swing","kite","sewing machine"
"","","","ret","html-keyboard-response","59","117500","0.0-9.0-0.27","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"79","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Ryan Reynolds</div><div class=""resp_opt_1"">1: calculator</div><div class=""resp_opt_2"">2: sand castle</div><div class=""resp_opt_3"">3: wrench</div><div class=""resp_opt_4"">4: swing</div><div class=""resp_opt_5"">5: mouse trap</div><div class=""resp_opt_6"">6:  locker</div></div>","4","ret","html-keyboard-response","59","117579","0.0-9.0-0.27","001","","","","","","","Ryan Reynolds","calculator","sand castle","wrench","swing","mouse trap","locker"
"","","","ret","html-keyboard-response","60","118581","0.0-9.0-0.28","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"69","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Restaurant</div><div class=""resp_opt_1"">1: wrench</div><div class=""resp_opt_2"">2: bullet</div><div class=""resp_opt_3"">3: tennis ball</div><div class=""resp_opt_4"">4: basketball</div><div class=""resp_opt_5"">5: funnel</div><div class=""resp_opt_6"">6:  windmill</div></div>","5","ret","html-keyboard-response","60","118651","0.0-9.0-0.28","001","","","","","","","A Restaurant","wrench","bullet","tennis ball","basketball","funnel","windmill"
"","","","ret","html-keyboard-response","61","119652","0.0-9.0-0.29","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"98","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Audrey Hepburn</div><div class=""resp_opt_1"">1: mattress</div><div class=""resp_opt_2"">2: measuring cup</div><div class=""resp_opt_3"">3: chalk</div><div class=""resp_opt_4"">4: cannon</div><div class=""resp_opt_5"">5: bow</div><div class=""resp_opt_6"">6:  harmonica</div></div>","6","ret","html-keyboard-response","61","119751","0.0-9.0-0.29","001","","","","","","","Audrey Hepburn","mattress","measuring cup","chalk","cannon","bow","harmonica"
"","","","ret","html-keyboard-response","62","120753","0.0-9.0-0.30","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"70","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Theater</div><div class=""resp_opt_1"">1: mouse trap</div><div class=""resp_opt_2"">2: golf ball</div><div class=""resp_opt_3"">3: mattress</div><div class=""resp_opt_4"">4: horseshoe</div><div class=""resp_opt_5"">5: toaster</div><div class=""resp_opt_6"">6:  parachute</div></div>","1","ret","html-keyboard-response","62","120824","0.0-9.0-0.30","001","","","","","","","A Theater","mouse trap","golf ball","mattress","horseshoe","toaster","parachute"
"","","","ret","html-keyboard-response","63","121825","0.0-9.0-0.31","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"84","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Lecture Hall</div><div class=""resp_opt_1"">1: cannon</div><div class=""resp_opt_2"">2: locker</div><div class=""resp_opt_3"">3: tennis ball</div><div class=""resp_opt_4"">4: hammer</div><div class=""resp_opt_5"">5: microscope</div><div class=""resp_opt_6"">6:  basketball</div></div>","2","ret","html-keyboard-response","63","121909","0.0-9.0-0.31","001","","","","","","","A Lecture Hall","cannon","locker","tennis ball","hammer","microscope","basketball"
"","","","ret","html-keyboard-response","64","122910","0.0-9.0-0.32","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"73","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Dune</div><div class=""resp_opt_1"">1: kite</div><div class=""resp_opt_2"">2: wheelchair</div><div class=""resp_opt_3"">3: hammer</div><div class=""resp_opt_4"">4: frisbee</div><div class=""resp_opt_5"">5: swing</div><div class=""resp_opt_6"">6:  harmonica</div></div>","3","ret","html-keyboard-response","64","122984","0.0-9.0-0.32","001","","","","","","","A Dune","kite","wheelchair","hammer","frisbee","swing","harmonica"
"","","","ret","html-keyboard-response","65","123985","0.0-9.0-0.33","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"33","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Sandra Bullock</div><div class=""resp_opt_1"">1: swing</div><div class=""resp_opt_2"">2: drum sticks</div><div class=""resp_opt_3"">3: lawn mower</div><div class=""resp_opt_4"">4: umbrella</div><div class=""resp_opt_5"">5: toaster</div><div class=""resp_opt_6"">6:  soccer ball</div></div>","4","ret","html-keyboard-response","65","124018","0.0-9.0-0.33","001","","","","","","","Sandra Bullock","swing","drum sticks","lawn mower","umbrella","toaster","soccer ball"
"","","","ret","html-keyboard-response","66","125019","0.0-9.0-0.34","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"78","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Robin Williams</div><div class=""resp_opt_1"">1: disco ball</div><div class=""resp_opt_2"">2: kite</div><div class=""resp_opt_3"">3: chalk</div><div class=""resp_opt_4"">4: hammer</div><div class=""resp_opt_5"">5: toaster</div><div class=""resp_opt_6"">6:  guitar case</div></div>","5","ret","html-keyboard-response","66","125098","0.0-9.0-0.34","001","","","","","","","Robin Williams","disco ball","kite","chalk","hammer","toaster","guitar case"
"","","","ret","html-keyboard-response","67","126100","0.0-9.0-0.35","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"69","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Rosa Parks</div><div class=""resp_opt_1"">1: chalk</div><div class=""resp_opt_2"">2: cannon</div><div class=""resp_opt_3"">3: banjo</div><div class=""resp_opt_4"">4: compass</div><div class=""resp_opt_5"">5: wheelchair</div><div class=""resp_opt_6"">6:  harmonica</div></div>","5","ret","html-keyboard-response","67","126169","0.0-9.0-0.35","001","","","","","","","Rosa Parks","chalk","cannon","banjo","compass","wheelchair","harmonica"
"","","","ret","html-keyboard-response","68","127170","0.0-9.0-0.36","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"33","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Bathroom</div><div class=""resp_opt_1"">1: locker</div><div class=""resp_opt_2"">2: bullet</div><div class=""resp_opt_3"">3: sand castle</div><div class=""resp_opt_4"">4: dog house</div><div class=""resp_opt_5"">5: microscope</div><div class=""resp_opt_6"">6:  arrow</div></div>","2","ret","html-keyboard-response","68","127204","0.0-9.0-0.36","001","","","","","","","A Bathroom","locker","bullet","sand castle","dog house","microscope","arrow"
"","","","ret","html-keyboard-response","69","128204","0.0-9.0-0.37","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"30","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Cabin</div><div class=""resp_opt_1"">1: mattress</div><div class=""resp_opt_2"">2: tennis ball</div><div class=""resp_opt_3"">3: kite</div><div class=""resp_opt_4"">4: bow</div><div class=""resp_opt_5"">5: toothbrush</div><div class=""resp_opt_6"">6:  swing</div></div>","1","ret","html-keyboard-response","69","128235","0.0-9.0-0.37","001","","","","","","","A Cabin","mattress","tennis ball","kite","bow","toothbrush","swing"
"","","","ret","html-keyboard-response","70","129236","0.0-9.0-0.38","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"475","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Oprah</div><div class=""resp_opt_1"">1: basketball</div><div class=""resp_opt_2"">2: arrow</div><div class=""resp_opt_3"">3: chalk</div><div class=""resp_opt_4"">4: windmill</div><div class=""resp_opt_5"">5: lawn mower</div><div class=""resp_opt_6"">6:  soccer ball</div></div>","2","ret","html-keyboard-response","70","129712","0.0-9.0-0.38","001","","","","","","","Oprah","basketball","arrow","chalk","windmill","lawn mower","soccer ball"
"","","","ret","html-keyboard-response","71","130713","0.0-9.0-0.39","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"125","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Brad Pitt</div><div class=""resp_opt_1"">1: sand castle</div><div class=""resp_opt_2"">2: guitar case</div><div class=""resp_opt_3"">3: hammer</div><div class=""resp_opt_4"">4: chalk</div><div class=""resp_opt_5"">5: ruler</div><div class=""resp_opt_6"">6:  umbrella</div></div>","3","ret","html-keyboard-response","71","130838","0.0-9.0-0.39","001","","","","","","","Brad Pitt","sand castle","guitar case","hammer","chalk","ruler","umbrella"
"","","","ret","html-keyboard-response","72","131839","0.0-9.0-0.40","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"17","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Ferris Wheel</div><div class=""resp_opt_1"">1: toaster</div><div class=""resp_opt_2"">2: swing</div><div class=""resp_opt_3"">3: mattress</div><div class=""resp_opt_4"">4: drum sticks</div><div class=""resp_opt_5"">5: parachute</div><div class=""resp_opt_6"">6:  condom</div></div>","4","ret","html-keyboard-response","72","131856","0.0-9.0-0.40","001","","","","","","","A Ferris Wheel","toaster","swing","mattress","drum sticks","parachute","condom"
"","","","ret","html-keyboard-response","73","132857","0.0-9.0-0.41","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"108","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Valley</div><div class=""resp_opt_1"">1: harmonica</div><div class=""resp_opt_2"">2: golf ball</div><div class=""resp_opt_3"">3: blender</div><div class=""resp_opt_4"">4: chalk</div><div class=""resp_opt_5"">5: dog house</div><div class=""resp_opt_6"">6:  mouse trap</div></div>","5","ret","html-keyboard-response","73","132965","0.0-9.0-0.41","001","","","","","","","A Valley","harmonica","golf ball","blender","chalk","dog house","mouse trap"
"","","","ret","html-keyboard-response","74","133967","0.0-9.0-0.42","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"539","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Bridge</div><div class=""resp_opt_1"">1: basketball</div><div class=""resp_opt_2"">2: drum sticks</div><div class=""resp_opt_3"">3: banjo</div><div class=""resp_opt_4"">4: measuring cup</div><div class=""resp_opt_5"">5: chalk</div><div class=""resp_opt_6"">6:  handcuffs</div></div>","6","ret","html-keyboard-response","74","134506","0.0-9.0-0.42","001","","","","","","","A Bridge","basketball","drum sticks","banjo","measuring cup","chalk","handcuffs"
"","","","ret","html-keyboard-response","75","135507","0.0-9.0-0.43","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"125","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Bar</div><div class=""resp_opt_1"">1: soccer ball</div><div class=""resp_opt_2"">2: parachute</div><div class=""resp_opt_3"">3: windmill</div><div class=""resp_opt_4"">4: sewing machine</div><div class=""resp_opt_5"">5: chalk</div><div class=""resp_opt_6"">6:  mattress</div></div>","5","ret","html-keyboard-response","75","135633","0.0-9.0-0.43","001","","","","","","","A Bar","soccer ball","parachute","windmill","sewing machine","chalk","mattress"
"","","","ret","html-keyboard-response","76","136635","0.0-9.0-0.44","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"68","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Wind Farm</div><div class=""resp_opt_1"">1: skateboard</div><div class=""resp_opt_2"">2: windmill</div><div class=""resp_opt_3"">3: wrench</div><div class=""resp_opt_4"">4: horseshoe</div><div class=""resp_opt_5"">5: sand castle</div><div class=""resp_opt_6"">6:  tampon</div></div>","3","ret","html-keyboard-response","76","136703","0.0-9.0-0.44","001","","","","","","","A Wind Farm","skateboard","windmill","wrench","horseshoe","sand castle","tampon"
"","","","ret","html-keyboard-response","77","137704","0.0-9.0-0.45","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"65","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Ellen Degeneres</div><div class=""resp_opt_1"">1: disco ball</div><div class=""resp_opt_2"">2: wheelchair</div><div class=""resp_opt_3"">3: horseshoe</div><div class=""resp_opt_4"">4: hammer</div><div class=""resp_opt_5"">5: battery</div><div class=""resp_opt_6"">6:  blender</div></div>","2","ret","html-keyboard-response","77","137770","0.0-9.0-0.45","001","","","","","","","Ellen Degeneres","disco ball","wheelchair","horseshoe","hammer","battery","blender"
